0.140,0.145,0.165,0.170,0.195,0.205,0.245,0.260,0.280,0.340,0.385,0.470,0.565,0.705,0.895,
2.601,2.605,2.609,2.613,2.616,2.620,2.624,2.628,2.631,2.635,2.639,2.642,2.646,2.650,2.654,
1.110,1.315,1.480,1.535,0.810,0.530,0.420,0.350,0.305,0.260,0.240,0.215,0.185,0.165,0.140,0.150
2.657,2.661,2.665,2.668,2.672,2.676,2.679,2.683,2.687,2.690,2.694,2.698,2.701,2.705,2.708,2.712
